25	20	20	25																					
																								
35	0	0	0	0	0	0	0	18	39	0	24	41	0	0	49	30	0	0	0	34	10	0	0	0
16	0	0	0	0	0	0	0	0	0	36	0	24	0	43	0	0	0	0	0	0	44	0	27	0
0	48	0	0	0	32	0	0	0	0	0	0	0	0	22	0	38	15	0	0	0	0	0	43	0
26	10	0	42	0	0	38	0	35	0	31	0	0	0	0	0	15	0	23	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	49	0	0	27	0	0	0	0	13	0	49	0	0	0	0	32
0	0	23	0	0	0	0	0	0	32	0	31	0	37	0	0	0	0	13	0	0	42	34	0	0
0	0	0	0	32	0	0	0	0	0	0	0	0	0	34	22	0	0	35	42	11	0	0	0	0
0	0	0	0	20	0	0	14	0	0	44	28	48	0	0	0	0	0	13	23	36	23	0	0	0
0	15	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	17	0	0	0	44	0	13
0	0	0	0	0	0	0	0	0	22	0	0	0	0	48	0	0	0	0	0	0	0	0	0	30
27	0	0	0	0	41	0	0	0	0	0	0	0	0	12	0	0	38	18	0	0	0	46	0	0
0	0	25	0	17	0	19	13	0	0	0	36	0	0	0	0	20	0	0	0	0	0	10	0	12
0	0	0	0	0	22	0	0	0	0	0	29	0	0	0	22	0	0	0	0	27	0	17	0	0
0	0	0	0	0	0	10	0	0	16	0	0	0	0	0	0	0	21	0	25	10	44	0	0	0
0	0	0	35	47	0	23	0	25	0	0	19	0	0	0	34	0	0	0	0	0	0	0	0	0
0	13	0	0	0	47	0	0	0	0	21	0	0	0	0	27	29	0	18	0	0	0	0	0	46
0	0	12	0	47	0	37	28	0	0	48	0	37	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	21	0	44	19	0	0	0	0	0	0	19	0	44	0	0	0	46	0	0	0	0	15
0	0	0	0	0	11	0	0	18	0	0	0	0	0	36	0	0	0	0	0	36	0	0	31	0
0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	42	43	0	0	0	45	0	0	0	0
10	0	22	36	23	0	0	0	36	0	0	0	0	0	0	0	0	10	0	30	0	0	0	0	0
0	0	31	0	0	0	0	0	39	0	0	0	26	24	35	11	0	0	17	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0	0	19	50	0	0	0	0	0	0	23	0	0	0	32	0	0
0	0	0	0	39	17	32	0	0	0	0	21	0	0	0	0	21	19	0	49	0	0	0	0	18
0	0	0	0	0	0	0	27	40	0	0	0	0	0	0	0	0	0	28	27	0	48	0	0	0
																								
8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27					
9	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26					
10	9	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25					
11	10	9	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24					
12	11	10	9	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23					
13	12	11	10	9	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22					
14	13	12	11	10	9	8	9	10	11	12	13	14	15	16	17	18	19	20	21					
15	14	13	12	11	10	9	8	9	10	11	12	13	14	15	16	17	18	19	20					
16	15	14	13	12	11	10	9	8	9	10	11	12	13	14	15	16	17	18	19					
17	16	15	14	13	12	11	10	9	8	9	10	11	12	13	14	15	16	17	18					
18	17	16	15	14	13	12	11	10	9	8	9	10	11	12	13	14	15	16	17					
19	18	17	16	15	14	13	12	11	10	9	8	9	10	11	12	13	14	15	16					
20	19	18	17	16	15	14	13	12	11	10	9	8	9	10	11	12	13	14	15					
21	20	19	18	17	16	15	14	13	12	11	10	9	8	9	10	11	12	13	14					
22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	9	10	11	12	13					
23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	9	10	11	12					
24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	9	10	11					
25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	9	10					
26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8	9					
27	26	25	24	23	22	21	20	19	18	17	16	15	14	13	12	11	10	9	8					
																								
280	190	198	220	211	212	176	249	125	100	182	152	117	126	183	201	209	208	132	144	167	183	174	216	170
																								
295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295					
																								
205	86	113	134	225	214	178	82	211	194	199	238	203	94	230	251	196	116	205	291	199	211	183	101	166
																								
295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295	295					
