100	20	20	100																																																																																																
																																																																																																			
13	0	0	23	0	0	33	0	19	0	0	0	0	0	0	0	0	0	0	42	11	32	0	0	28	0	31	0	0	19	0	0	27	0	44	0	0	0	0	47	31	0	0	0	11	0	47	43	43	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	15	11	0	17	15	48	30	0	46	10	46	0	19	0	0	0	0	34	0	0	27	0	36	0	0	0	0	0	14	0	0	0	50	0	0
0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	25	0	0	0	43	0	0	50	0	42	0	0	0	0	50	0	0	0	0	40	0	0	48	0	0	0	26	0	0	0	0	26	0	0	0	44	0	18	0	0	33	0	13	0	0	0	48	0	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	24	29	0	0	25	0	29	11	0	0	0	0	0	0	13	0	19
0	0	18	0	0	36	0	20	0	0	45	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	27	20	0	0	49	0	0	0	0	0	0	0	0	26	0	0	18	0	0	0	0	0	0	17	0	0	0	0	0	0	32	33	10	0	0	0	0	0	0	0	0	0	34	28	42	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	45	39	0	0	32	0	0	0
0	13	0	0	31	0	0	0	0	47	0	0	0	0	0	0	0	38	0	0	17	0	27	14	0	17	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	14	48	0	33	0	0	0	0	0	0	0	0	0	0	45	0	18	0	0	0	33	0	0	0	0	0	0	0	29	44	0	0	0	0	34	49	0	24	46	0	0	0	0	0	0	47	0	0	0	0	39
0	0	0	0	0	0	15	0	0	0	15	22	0	0	0	42	0	42	0	0	0	13	0	0	21	0	0	0	0	0	43	0	19	0	0	0	0	14	0	43	0	43	0	0	0	0	0	0	0	34	0	0	0	10	40	0	0	0	0	0	0	0	38	0	31	49	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	14	0	0	0	0	0	0	0	0	40	0	0	30	17
0	0	0	27	0	0	50	0	36	29	27	33	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	32	0	0	12	0	0	0	12	22	0	0	0	31	0	0	19	0	11	0	0	0	0	0	0	0	0	0	25	10	0	24	0	0	0	0	35	32	23	0	14	0	10	0	0	18	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
0	0	29	0	0	34	0	27	44	0	0	0	0	0	0	0	0	0	0	0	19	49	44	0	0	0	22	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	20	0	0	0	0	0	37	0	31	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	48	39	31	0	0	0	28	0	0	35	0	18	0	0	0	0
0	0	16	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	28	0	0	0	0	15	0	23	0	12	0	0	0	0	21	20	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	34	30	11	0	0	36	33	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	13	32	0	0	0	0	0	0	0	0	50	0	0	0	0	50	38	0	0	37	0	10	14	0
0	43	0	0	31	0	0	0	0	0	0	0	0	0	0	44	49	0	32	31	48	0	28	0	0	0	0	14	0	0	0	18	0	0	0	28	48	0	0	0	0	0	0	17	0	0	0	0	40	0	0	0	0	0	23	0	45	0	34	0	0	0	0	0	0	0	0	40	0	35	0	10	0	0	0	0	0	0	0	15	0	45	14	35	0	50	40	0	30	0	0	0	0	36	42	0	0	0	15	23
0	0	50	13	45	0	0	0	0	0	31	0	37	28	0	39	21	18	0	34	0	24	0	0	0	36	0	0	47	0	0	0	35	0	40	0	0	0	0	23	0	25	19	43	0	0	0	0	0	0	0	0	10	0	0	0	26	0	0	0	0	29	0	0	0	0	38	0	0	0	41	50	0	0	0	0	0	28	0	0	0	30	0	0	0	32	0	0	0	47	0	0	0	0	36	0	0	34	0	38
43	0	0	34	0	0	39	0	0	28	0	0	0	0	40	0	0	0	0	0	0	14	0	14	29	0	0	0	0	0	0	0	0	41	0	0	23	0	30	0	0	0	0	50	0	0	0	23	0	0	37	0	0	34	0	0	0	0	0	0	0	22	12	0	31	18	0	26	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	45	11	0	0	0	0	0	0	0	10	40	0	45	37	0	0	0	0	15	0	0	0	0	0	0	41	0	0	0	24	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	36	21	32	0	24	0	0	0	0	0	0	0	45	0	0	40	0	0	0	0	0	0	14	0	12	0	19	10	0	0	29	16	0	0	30	0	0	24	0	0	0	28	0	41	0	18	28	0	0	0	0	0
0	30	0	0	0	0	0	0	0	0	0	0	43	0	0	0	24	0	0	21	0	0	29	16	30	23	17	0	0	0	0	14	0	0	33	0	0	43	0	0	29	0	18	0	46	0	0	0	32	0	0	0	0	0	0	16	0	35	0	0	42	0	0	0	20	0	0	37	0	0	40	48	0	46	28	0	0	0	0	0	0	25	0	0	46	0	0	0	0	50	0	0	0	35	0	30	26	0	0	0
0	0	0	0	0	0	0	33	0	0	0	0	0	17	0	0	22	34	17	13	28	0	0	32	0	0	26	0	0	0	0	0	0	14	0	0	0	0	0	0	0	24	0	0	0	0	50	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	45	14	0	0	0	27	0	0	0	0	0	0	0	0	0	0	33	0	0	0	28	0	0	11	0	0	0	0
