75	20	20	75																																																																							
																																																																										
0	0	0	0	0	0	0	0	0	0	38	0	0	0	40	0	0	0	0	0	0	13	0	0	0	0	0	0	39	41	0	0	23	0	14	14	48	0	0	0	15	12	19	0	27	0	0	0	28	47	0	0	0	0	32	0	0	0	0	0	35	48	43	0	0	0	0	41	16	0	39	0	0	0	0
0	21	0	21	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	39	33	17	0	0	0	0	25	46	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	42	32	0	15	12	0	44	0	0	0	0	0	0	0	0	0	0	0	35	0	0
0	42	0	0	0	0	0	37	0	38	0	0	0	0	0	49	0	0	0	0	0	0	0	0	40	50	0	0	36	0	0	0	44	0	0	0	26	0	0	0	23	0	0	0	0	0	16	0	0	34	35	0	0	0	0	0	0	0	0	43	0	28	0	0	22	10	0	0	46	14	0	0	41	0	41
20	0	0	11	0	0	0	0	0	48	26	0	0	0	47	26	0	0	0	11	44	0	32	0	0	0	0	0	0	44	0	0	0	50	0	0	38	26	35	38	45	0	44	0	0	0	19	0	0	22	0	0	0	16	0	0	37	0	0	0	0	0	0	46	0	0	0	48	26	0	12	14	0	12	0
0	16	39	0	29	0	48	0	0	0	0	11	0	0	0	0	0	0	0	18	0	0	0	0	0	49	0	0	34	10	0	0	0	41	0	0	0	0	37	0	0	0	0	0	0	0	0	47	42	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	32	0	0	0	0	0	45
45	0	16	0	23	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	43	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
0	0	47	0	20	0	0	0	0	0	43	0	0	0	26	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	27	22	0	0	0	0	0	0	0	0	0	0	0	0	0	44	40	0	0	0	0	0	0	0	0	14	42	0	0	0	0	0	0	42	0	0	0	42	0	0	0	0	20	0	0
0	0	0	0	0	0	0	15	0	0	0	44	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	34	44	0	44	45	0	0	0	0	0	0	0	26	0	0	0	15	0	0	0	0	34	0	40	0	0	0	0
0	20	0	0	49	0	0	0	0	21	0	45	0	0	0	0	0	0	0	0	0	0	21	0	45	14	0	0	0	0	50	0	46	0	0	0	0	0	0	0	0	50	10	0	0	0	0	0	0	0	49	0	0	39	0	0	0	0	19	0	0	20	0	24	0	15	0	0	0	0	27	0	0	0	0
23	0	0	23	0	20	0	24	0	0	0	0	0	0	49	0	15	18	0	0	0	0	0	24	0	0	0	26	0	0	0	0	0	0	0	0	0	36	44	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	18	20	32	0	0	0	39	0	0
0	0	28	0	0	0	0	0	0	40	0	38	0	0	0	0	18	0	44	45	32	0	0	0	0	0	0	0	0	0	22	0	22	32	26	0	0	0	0	10	0	20	0	0	0	0	0	0	0	0	40	0	0	0	0	0	27	0	0	0	0	0	0	0	18	0	0	0	0	46	16	33	0	0	0
0	0	0	17	50	0	0	0	0	0	43	47	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	37	0	0	0	0	0	28	0	0	19	21	0	0	0	0	40	0	42	0	0	34	0	0	0	0	0	0	0	0	33	0	0	0	0	36	0	0	0	0	33	21	0	0	0	0	0
0	0	0	0	13	0	0	33	30	0	0	0	0	0	0	0	0	0	0	35	0	0	37	23	0	0	0	0	0	0	19	0	13	13	0	0	0	0	0	0	0	0	40	0	0	0	18	0	34	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	24	35	0	0	0
44	0	34	17	17	0	31	0	0	50	0	0	20	0	0	17	0	0	34	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	37	38	32	0	35	0	0	0	0	12	0	0	0	0	0	24	0	0	0	0	0	41	0	0	0	0	0	0	0	32	10	0	0	0	0	0	19	0
0	13	43	0	0	0	0	15	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	10	0	19	21	0	0	20	0	17	0	0	0	0	0	0	0	11	36	0	0	41	0	38	0	0	0	0	0	0	0	0	18	0	15	48	0	0	0	0	0	0	0
0	30	0	0	0	0	0	0	0	0	29	0	44	42	0	0	0	0	0	0	0	0	40	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	48	32	0	0	0	0	10	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
0	0	0	17	0	0	0	0	17	0	0	0	0	0	49	0	0	0	0	0	0	40	16	0	38	39	0	0	42	0	0	0	0	0	0	46	0	0	0	0	0	0	23	0	0	0	0	0	0	0	30	0	49	23	19	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	22	0	0	0	48	0	0	0	0	37	0	0	0	0	44	0	0	0	0	33	21	34	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	22	0	29	21	0	20	0	0	0	0	0	46	0	0	38	45	0	41	0	29	0	0
0	0	19	0	0	0	30	11	0	0	0	0	0	0	0	14	47	0	31	24	0	16	10	0	0	0	0	0	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0	36	0	0	0	37	0	0	41	0	0	0	0	50	0	0	0	0	27	15	0	0	0	10	0	0	13	0	0	24	0	0	0
0	0	43	0	21	0	29	32	0	0	0	0	37	12	0	0	42	31	27	49	24	0	23	11	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	41	0	21	10	12	0	25	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	32	42	0	0	0	0	0	0	0	0	0	10	0	0	31	49	0	39	0	0	25	17	37	0	50	0	0	0	0	19	0	0	0	0	0	39	0	0	27	0	0	0	0	21	0	0	10	0	0	0	10	0	0	0	0	13	0	17	0	14	0	0	0
0	0	0	48	0	11	0	0	0	0	22	35	12	0	0	0	0	16	32	0	0	0	35	0	50	41	0	0	0	0	0	0	11	0	11	0	0	0	0	30	47	0	0	27	48	0	0	49	0	0	0	30	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	24	0	0	0	42	0	33	0
17	0	0	0	0	0	0	27	0	0	0	18	0	0	0	0	0	0	13	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	42	0	0	0	19	0	45	0	0	0	0	0	49	23	38	25	0	0	43	0	0	18	0	0	30	19	47	0	48	0	0	0	0	43	0	0	0	0	0
19	0	0	0	0	0	0	0	0	21	0	0	0	0	0	18	0	0	0	0	0	0	0	37	23	0	0	0	0	49	0	0	0	0	0	0	11	27	0	0	0	21	0	0	0	0	0	0	50	0	0	0	0	28	0	0	22	37	0	36	0	0	0	0	0	0	0	0	34	0	42	0	0	0	0
0	15	0	0	10	18	0	0	0	0	11	37	0	0	26	13	0	0	0	0	0	48	0	0	14	45	35	0	32	0	28	0	0	0	0	28	13	21	0	0	44	0	0	13	0	0	35	0	36	0	0	0	19	0	0	0	0	0	0	0	42	22	0	0	0	0	0	0	0	0	0	0	22	0	0
0	0	0	47	0	0	0	0	25	0	0	0	0	21	0	29	0	0	0	38	0	0	18	0	0	0	0	34	0	0	0	14	0	0	0	0	0	0	0	45	0	0	0	48	0	0	34	0	0	0	30	39	0	0	0	0	31	0	0	0	0	16	0	0	0	0	27	0	38	0	0	0	19	0	0
0	0	0	0	0	49	0	0	0	27	0	19	0	0	22	0	0	0	0	0	0	49	47	31	38	0	0	0	0	0	37	0	0	0	0	44	0	0	0	0	22	0	0	0	12	0	0	0	0	0	0	21	0	0	0	0	0	0	0	34	0	0	0	0	42	0	0	0	0	0	0	35	0	0	0
0	0	0	32	0	0	0	0	0	0	21	0	0	0	0	0	21	0	29	0	0	29	0	0	0	49	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	46	0	27	0	16	0	10	0	0	0	26	0	21	33	0	0	0	10	19	34	0	0	0	0	14	48	42	0	43	0	0	0
0	0	0	0	0	42	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	38	43	48	0	0	0	0	0	0	0	33	13	30	50	0	0	0	0	0	0	0	18	0	0	0	0	30	0	0	0	0	36	0	0	0	43	0	0	29	0	0	0	0	0	0	0	0	47	0	0	0	0	0
0	0	0	0	36	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	20	0	0	0	36	0	0	0	0	0	32	0	0	0	0	0	35	0	0	0	40	32	0	0	0	0	26	31	0	0	17	0	0	0	0	0	0	19	0	0	0	0	0	0	0	41	18	0
