100	10	10	100																																																																																																
																																																																																																			
0	0	0	0	0	0	0	14	47	0	0	23	0	0	10	0	29	0	18	0	0	0	18	0	0	0	0	0	0	0	12	0	10	41	0	0	0	26	18	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	12	0	0	0	31	0	41	20	50	0	30	0	19	38	0	0	0	0	19	0	17	0	0	49	0	0	0	0	42	0	16	0
0	0	0	0	0	29	43	0	0	0	34	0	0	24	27	0	0	0	40	0	0	0	0	38	0	31	0	0	0	0	0	0	0	42	0	45	0	0	0	0	0	0	45	0	43	0	0	0	22	16	0	0	0	22	0	0	0	0	11	0	22	0	0	0	0	11	0	0	27	50	35	30	0	0	0	30	0	0	0	0	0	14	0	0	20	0	0	49	0	0	27	0	0	0	0	27	47	0	0	0
36	0	0	0	0	0	0	47	0	0	38	0	0	0	0	0	0	34	25	0	0	0	0	0	0	11	0	33	0	0	26	0	20	0	0	43	0	0	0	0	0	0	0	15	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	32	19	45	0	30	0	0	0	0	0	0	0	0	0	0	22	38	0	0	0	0	0	0	0	0	40	0	0	46	0	0	0	47	48	0	16	11	0	0	29	10
0	0	13	0	0	0	0	0	32	37	0	0	0	31	45	0	0	0	0	40	0	0	0	0	0	0	49	0	0	0	0	0	0	0	27	29	0	0	0	0	47	0	39	0	34	0	42	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	37	11	0	29	0	0	0	48	0	0	0	0	16	10	36	0	24	0	0	0	0	0	0	17	0	14	0	20	30	24	33	0	0	0	0	0	16	0
20	15	41	46	13	48	0	0	0	21	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	43	48	0	35	0	0	44	46	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	19	0	17	0	16	0	35	0	0	19	34	0	0	0	0	21	0	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	21	15	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	24	0	47	34	0	0	19	0	18	0	0	32	0	0	31	0	0	0	0	0	0	0	15	0	0	36	0	0	0	0	25	0	39	0	0	33	0	0	49	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	50	0	0	0	35	0	0	0	26	0	0	0	0	0	0	0	0	0	14	0	0	0	41	0	0	0	25	0	0	35	0	23	22	0	0	0	29	0	41	0	0	50	0	23	31	0	0	0	0	0	0	0	49	0	0	35	0	13	10	0	28	0	0	0	46	0	0	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
0	17	0	0	0	0	0	11	0	46	31	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	49	0	0	0	0	0	0	0	41	0	0	0	26	0	0	0	0	0	0	0	38	32	39	45	0	28	0	28	0	0	0	0	0	0	0	20	0	0	0	33	11	0	0	29	0	0	0	42	16	14	0	0	12	0	0	0	0	0	0	0	0	0	21	0	35	0	0
0	0	0	0	0	0	26	0	30	0	0	0	13	0	0	30	0	20	0	0	0	0	0	0	15	0	0	0	28	27	0	0	0	29	0	0	0	0	0	0	0	45	0	0	17	0	0	17	21	0	0	34	35	16	31	0	0	0	0	11	0	0	0	0	0	38	0	42	0	0	0	0	13	0	43	0	0	0	39	0	0	0	27	0	0	21	11	0	0	23	0	0	0	0	0	0	0	0	0	0
42	34	0	0	0	0	0	0	0	0	26	0	26	0	0	0	0	0	0	0	0	0	0	28	0	0	0	27	0	26	0	0	0	18	0	0	18	0	0	0	40	0	0	0	0	0	0	47	0	0	0	14	0	43	0	42	45	0	0	41	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	10	26	0	0	0	0	11	0	0	0	0	0	25	0	0	0	0	0
