50	43	43	50																																														
																																																	
48	0	0	0	27	0	45	0	0	0	30	34	0	0	0	39	34	0	23	0	36	0	0	0	0	0	0	0	11	38	0	49	0	0	20	0	0	0	0	0	20	0	0	13	0	19	0	0	0	0
0	0	0	0	0	0	0	0	0	48	0	41	0	0	0	0	0	0	0	0	0	0	0	50	27	0	0	17	0	0	0	0	0	0	11	0	0	0	0	0	37	0	0	0	0	0	0	0	50	0
0	0	0	0	32	0	0	0	0	0	0	0	41	0	28	0	15	0	0	0	0	0	0	0	0	0	45	0	40	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
0	0	0	0	0	0	0	0	0	49	26	0	27	30	12	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	41	0	0	0	36	0	0	40	40	0	40	0	0	0
0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	36	0	0	0	49	0	0	41	32	0	14	0	24	0	0	0	0	0	0	0	22	0	0	0	0	28	33	0	0	0	50	11
0	32	15	0	0	22	0	0	10	0	11	42	0	0	0	0	0	22	0	26	0	0	0	13	0	24	0	19	0	0	37	46	29	36	25	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
0	24	0	0	12	0	16	35	0	15	0	0	0	34	31	48	0	45	0	20	0	0	0	0	38	42	0	0	0	0	11	31	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	48	31
0	0	38	0	0	0	0	0	40	45	22	0	0	34	0	27	0	0	0	30	39	0	0	0	0	0	0	0	31	0	24	0	0	0	17	0	0	0	0	0	37	0	0	0	0	0	0	0	0	26
0	0	0	21	0	0	0	11	0	0	0	0	35	0	0	0	0	0	0	0	0	17	0	28	0	0	44	0	0	33	0	38	31	35	0	0	18	0	19	0	0	0	0	0	37	38	0	0	28	0
0	0	0	27	26	0	42	0	0	0	49	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	24	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
0	0	0	0	0	29	12	0	0	0	0	0	0	0	32	0	0	23	0	0	31	0	0	0	0	0	23	37	0	15	0	0	0	0	0	0	0	0	0	0	0	0	35	27	15	0	0	0	0	26
0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	38	42	0	17	40	0	34	0	0	0	0	0	0	0	0	28	0	0	44	0	0	0	0	19	0	0	17	0	0	0	0	0	16	0	38
0	0	0	0	0	0	0	0	0	27	41	43	0	0	0	0	25	47	14	0	23	41	0	48	0	11	50	0	0	0	0	13	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
41	0	32	0	15	50	0	0	0	0	0	0	0	0	33	12	18	0	0	0	29	0	0	47	0	19	0	0	46	0	0	0	47	36	0	0	0	0	0	0	31	0	0	0	46	0	0	38	0	0
41	29	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	10	47	47	0	0	45	0	0	0	0	0	0	0	0	0	0	40	0	0	35	0	0	36	0	35	39	0	0	0	49	0	0	0
0	0	0	0	0	0	0	0	0	0	0	14	43	0	0	23	0	0	0	48	0	0	0	0	0	0	26	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	33	39	0	0	0	0	0	0
0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	27	0	28	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	43	27	42	0
0	0	41	0	0	28	0	0	0	0	48	0	0	0	0	0	0	30	0	0	0	23	0	40	34	0	0	0	39	0	0	39	0	0	37	46	37	30	0	0	0	0	0	0	0	0	0	0	48	26
40	23	0	0	0	0	0	18	0	0	0	0	12	0	35	0	14	33	0	0	0	0	0	0	0	0	0	50	49	0	0	46	0	25	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
0	46	0	0	0	0	0	0	0	0	0	0	0	0	49	44	0	0	0	42	0	18	0	17	0	0	0	0	0	0	0	0	29	0	20	0	0	0	0	0	15	0	0	41	0	0	33	0	0	38
0	0	0	0	0	0	30	0	0	46	0	0	0	0	0	0	0	30	0	0	46	0	0	0	0	0	0	0	22	0	0	0	31	0	0	0	0	0	0	0	0	32	0	0	0	0	27	21	0	0
0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	17	39	0	16	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	18	0	0	0	35	0	25	0
0	0	0	32	0	0	0	0	37	22	26	0	0	0	0	0	46	0	0	0	0	35	0	37	0	0	35	12	0	34	41	0	25	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	17	42
0	0	0	30	12	0	0	45	0	0	0	0	0	0	0	0	20	0	0	0	43	20	0	25	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	39	0	0	0	0	0	41	0
0	23	0	0	0	0	0	0	0	0	0	0	39	20	0	0	0	49	0	25	12	0	47	0	0	29	0	0	11	0	0	0	0	0	0	0	16	0	22	0	37	0	13	0	0	0	36	0	0	46
0	0	0	0	0	0	0	0	0	0	0	21	0	49	0	0	0	0	0	0	24	0	49	0	0	0	0	41	35	20	47	0	32	0	0	0	0	0	0	17	0	0	17	0	0	0	0	32	0	17
41	0	0	0	0	0	39	0	0	0	31	0	45	37	31	0	29	14	20	24	0	0	31	0	0	28	0	0	0	29	0	0	0	49	0	0	0	0	0	22	0	0	0	0	18	0	12	38	11	0
0	0	0	0	0	38	24	0	0	40	0	0	0	34	0	0	30	39	0	40	0	0	48	28	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	39	0	40	0
0	32	0	50	0	32	0	0	0	27	0	32	0	0	19	0	0	0	0	0	0	26	0	22	10	48	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
0	0	17	0	0	47	0	0	27	0	0	48	43	0	46	0	0	0	31	0	0	0	0	14	0	0	17	0	0	17	0	0	36	0	0	0	0	0	0	50	0	44	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	13	47	0	0	0	0	0	0	0	0	43	0	0	0	0	0	13	0	23	0	0	0	0	15	0	39	0	0	0	0	0	0
23	32	0	32	16	0	0	35	0	0	34	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	28	0	0	33	45	0
0	0	36	0	0	44	0	49	39	0	48	44	0	0	0	14	43	0	40	0	0	0	0	0	19	0	0	0	32	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	45	38	25	0	0	0
0	0	0	42	0	16	46	0	0	0	0	0	37	41	0	0	0	0	27	0	11	0	0	0	0	0	0	0	0	12	0	0	13	0	49	21	34	22	32	21	17	29	20	0	0	0	0	0	0	39
0	14	0	0	0	41	0	0	34	0	0	0	14	0	0	0	0	0	0	11	46	0	0	0	50	0	49	0	0	0	21	0	0	19	0	0	0	0	36	0	0	0	0	22	24	46	22	0	0	43
43	0	17	0	0	0	0	18	0	0	0	0	0	0	0	32	27	31	0	0	11	16	0	21	0	0	17	0	0	0	27	0	0	0	0	0	0	0	36	0	0	21	46	45	0	0	0	0	0	12
0	46	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	37	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	26	0	28	38	0	17	0
29	0	21	31	37	0	0	0	0	33	0	0	15	0	44	0	0	0	0	21	0	47	0	47	0	22	0	0	0	0	0	0	0	0	0	0	44	0	44	10	0	0	0	0	0	0	0	10	0	0
0	0	0	40	20	0	0	16	0	47	0	24	0	0	22	0	0	0	14	0	0	0	48	17	23	0	0	45	0	0	38	0	0	0	0	0	0	0	0	0	0	50	15	0	0	49	0	21	33	37
0	0	20	28	0	44	0	0	0	0	17	41	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	24	20	0	0	0	0	38	0	0	0	0	29	0	0	15	0	0	0	0	13	0
0	0	0	22	0	0	45	0	0	0	39	0	0	0	0	44	0	41	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	39	23	0	0	12	0	0	0	0	0	43	0	0	0	0	0	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	28	0	0	0	32	0	0	10	28	0	0	0	40	43	0	0	48	0	0	0	0	26	0	0	0	0
0	0	0	10	0	48	0	0	0	0	21	0	0	0	0	36	0	0	0	0	0	0	47	0	0	0	0	0	0	37	0	0	33	23	0	0	34	0	0	0	0	0	0	0	0	17	0	0	11	0
0	0	0	39	0	0	0	0	0	0	0	36	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	12	0	0	0	45	0	40	0	0	0	48	0	0	43	0	0
0	0	0	0	31	0	0	27	0	0	0	30	0	0	35	32	0	0	25	0	0	0	0	0	0	0	16	0	0	0	0	14	0	33	0	0	47	0	0	0	0	0	0	31	0	27	0	17	0	0
11	0	0	39	0	42	0	40	0	15	0	0	0	0	0	0	0	0	0	0	44	0	0	44	43	0	0	0	36	0	0	0	0	0	36	0	0	0	16	0	16	0	0	0	43	0	0	25	0	0
0	0	0	0	0	13	0	0	18	0	0	0	0	0	0	21	0	0	0	28	0	0	49	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	46	0	0	0	0	29	0	45	0	18	0
